회사명,거래소코드,회계년도,통계청 한국표준산업분류 코드 10차(대분류),부채비율,당좌비율,유동비율,이자보상배율(이자비용),영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),이자비용(IFRS)(천원),차입금의존도,자기자본구성비율,당기순이익(손실)(IFRS)(천원),감가상각비(백만원),금융비용(백만원),단기차입금(*)(IFRS)(천원),유동성장기부채(*)(IFRS)(천원),장기차입금(*)(IFRS)(천원),법인세비용차감전(계속사업)손익(백만원),매출액영업이익률,자기자본순이익률,총자본순이익률,매출액(수익)(*)(IFRS)(천원),총자본회전률,자기자본회전률,운전자본회전률,순운전자본회전률,재고자산회전률,당좌자산회전률,유동자산회전률,매출액증가율,총자본증가율,자기자본증가율,순이익증가율,유형자산증가율,유동자산증가율,재고자산증가율,영업이익증가율,총자본투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),자산(*)(IFRS)(천원),부채(*)(IFRS)(천원),자본(*)(IFRS)(천원),연구개발비(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원)
화성실업주식회사,045778,2014/12,68,49.01,5393.9,5393.9,999999999,,,0,67.11,,131.32,-284.36,,,,394.35,6.61,3.97,2.63,,0.13,0.19,0.03,0.27,0,0.27,0.27,-4.41,5.94,8.44,-46.32,-7.43,-14.71,0,-32.27,8.5,68.19,20.56,79.44,30.11,,,,,,,
화성실업주식회사,045778,2015/12,68,50.42,4311.47,4311.47,38.83,,,0,66.48,,118.32,-254.51,,,,383.86,7.99,3.86,2.58,,0.13,0.19,0.04,0.32,0,0.33,0.33,0.69,-6.18,-7.06,-2.42,-7.23,-19.27,0,21.78,9.18,68.63,21.21,78.79,28.99,,,,,,,
화성실업주식회사,045778,2016/12,68,32.84,2367.73,2367.73,999999999,,,0,75.28,,111.18,-269.61,,,,636.95,17.15,6.19,4.38,,0.16,0.22,0.08,0.45,0,0.46,0.46,13.15,-6.27,6.14,59.26,-7.33,-19.86,0,142.84,11.82,73.2,18.25,81.75,38.26,,,,,,,
화성에이앤티(주),069906,2013/12,30,538.85,61.3,69.75,-0.92,,,55.06,15.65,,506.05,196.02,,,,466.33,-1.27,61,9.55,,3.24,20.69,0.01,3.75,75.39,10.39,9.13,0,0,0,0,0,0,0,0,19.34,11.95,29.91,70.09,24.69,,,,,,,
화성에이앤티(주),069906,2014/12,30,496.15,34.59,45.57,1.25,,,54.85,16.77,,692.92,231.96,,,,53.07,1.83,2.96,0.48,,1.82,11.26,0.03,2.21,35.72,7.27,6.04,10.5,-3.88,3,-90.16,12.04,-33.05,33.18,0,21.09,11.33,42.38,57.62,2.32,,,,,,,
화성에이앤티(주),069906,2015/12,30,547.6,74.35,108.08,1.68,,,61.46,15.44,,900.68,176.24,,,,70.36,1.89,3.75,0.6,,1.74,10.81,0.04,2.5,21.55,8.51,6.1,-0.7,12.78,3.82,31.06,2.24,45.3,88.2,2.44,18.85,11.5,33.52,66.48,3.01,,,,,,,
화성에이앤티(주),069906,2016/12,30,5245.7,63.7,80.29,-6.45,,,68.77,1.87,,916,178.71,,,,-1319.49,-5.33,-156.12,-13.42,,2.21,25.69,0.03,3.25,26.36,9.15,6.79,35.93,1.71,-87.68,0,-0.63,6.02,-29.83,0,9.02,4.12,115.78,-15.78,-147.52,,,,,,,
화성에이앤티(주),069906,2017/12,30,282.1,34.2,53.86,1.1,,,58.96,26.17,,1173.23,245.62,,,,113.85,1.17,5,0.86,,1.78,10.39,0.03,2.86,25.59,10.19,7.29,8.93,68.26,2254,0,106.15,-2.62,72.1,0,15.82,11.15,38.95,61.05,4.32,,,,,,,
화성에이앤티(주),069906,2018/12,30,279.48,40.95,75.13,0.6,,,57.06,26.35,,1156.85,247.3,,,,-95.8,0.61,-2.22,-0.58,,1.51,5.74,0.05,2.79,17.42,12.26,7.2,4.76,-2.86,-2.19,0,-6.75,15.03,43.39,-45.65,15.56,10.18,45.12,54.88,-3.8,,,,,,,
화성에이앤티(주),069906,2019/12,30,255.79,39.01,77.66,1.01,,,57.86,28.11,,1011.84,229.48,,,,36.52,0.85,0.85,0.23,,1.77,6.5,0.09,3.29,15.96,14.51,7.6,12.52,-5.44,0.86,0,-7.03,-0.91,8.39,58.17,15.94,8.76,44.5,55.5,1.5,,,,,,,
화성에이앤티(주),069906,2020/12,30,346.52,35.6,59.53,-5.12,,,63.55,22.4,,927.07,155.36,,,,-974.17,-4.33,-25.51,-6.45,,1.49,5.87,0,2.34,13.04,10.56,5.83,-19.56,-2.89,-22.62,0,-7.13,10.63,-10.64,0,8.56,5.68,85.39,14.61,-76.51,,,,,,,
화성에이앤티(주),069906,2021/12,30,553.92,46.07,55.17,-3.87,,,69.85,15.29,,872.59,211.01,,,,-1065.12,-3.42,-38.05,-7.17,,1.71,9.05,0.08,2.14,21.29,8.12,5.88,12.97,-0.37,-31.97,0,-5.12,13.48,-53.44,0,8.43,4.93,92.28,7.72,-85.26,,,,,,,
화성에이앤티(주),069906,2022/12,30,537.81,21.82,61.04,1.94,,,65.69,15.68,,926.48,300.69,,,,49.8,2.3,2.17,0.34,,1.77,11.45,0.04,2.19,15.16,9.84,5.97,3.54,-0.32,2.2,0,3.43,-8.16,257.74,0,18.82,10.6,51.19,48.81,1.79,,,,,,,
화성에코텍(주),088662,2018/12,37,337.08,111.3,111.3,999999999,,,67.5,22.88,,1.62,-0.38,,,,-92.6,0,-3.99,-0.91,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09,0,0,0,0,,,,,,,
화성에코텍(주),088662,2019/12,37,476.11,136.03,136.03,999999999,,,77.36,17.36,,150.71,-0.52,,,,-65.78,-13.17,-1.43,-0.28,,0.02,0.11,0.04,0.14,0,0.25,0.25,0,29.94,-1.42,0,-63.26,-13.16,0,0,0.59,30.92,41.03,58.97,-42.27,,,,,,,
화성에코텍(주),088662,2020/12,37,999.6,54.19,54.19,-0.47,,,56.96,9.09,,1079.63,167.1,,,,-246.2,-2.03,-5.53,-0.67,,0.11,0.87,0.02,0.26,0,0.7,0.7,672.89,80.6,-5.38,0,-99.99,392.33,0,0,2.23,27.25,4.92,95.08,-23.23,,,,,,,
화성에코텍(주),088662,2021/12,37,917.47,119,119,0.73,,,65.22,9.83,,1975.41,1198.8,,,,-325.8,13.97,-7.82,-0.74,,0.14,1.5,0.05,0.26,0,0.58,0.58,60.71,-14.43,-7.52,0,1222.19,33.44,0,0,6.99,45.6,0,0,-11.43,,,,,,,
화성에코텍(주),088662,2022/12,37,1263.1,101.4,101.4,-0.66,,,90.86,7.34,,1596.65,1167.65,,,,-1940.87,-12.44,-63.95,-5.63,,0.18,2.05,0.08,0.49,0,0.91,0.91,-0.55,-30.94,-48.45,0,-47.35,-89.26,0,0,2.99,13.53,2.06,97.94,-230.75,,,,,,,
화성엔바이로(주),043141,2012/12,37,127.42,263.7,263.7,2.03,,,53.48,43.97,,1568.76,740.26,,,,866.6,20.7,6.95,2.87,,0.32,0.77,0.1,1.01,0,1.45,1.45,-13.14,-5.31,7.19,-35.29,1.4,4.49,0,-28.95,14.05,42.81,4.33,95.67,21.01,,,,,,,
화성엔바이로(주),043141,2013/12,37,105.4,214.6,214.6,2.95,,,48.01,48.69,,1353.3,539.8,,,,1149.6,20.83,8.46,3.92,,0.36,0.77,0.08,0.98,0,1.4,1.4,7.45,-1.71,8.83,31.55,62.23,16.93,0,8.11,13.76,38.36,4.79,95.21,28.7,,,,,,,
화성엔바이로(주),043141,2014/12,37,135.49,667.43,667.43,0.63,,,54.67,42.46,,1354.03,1778.86,,,,-921.02,13.44,-9.14,-4.18,,0.39,0.85,0.09,1.09,0,1.44,1.44,2.71,-10,-21.5,0,-29.31,-15.09,0,-33.71,11.22,27.4,5.62,94.38,-39.35,,,,,,,
화성엔바이로(주),043141,2015/12,37,218.61,329.02,329.02,0.46,,,64.36,31.39,,1354.03,2583.93,,,,-1388.74,13.38,-19.36,-7.25,,0.47,1.25,0.1,1.7,0,2.05,2.05,4.74,-16.77,-38.48,0,-41.47,-39.54,0,4.22,15.45,29.98,5.18,94.82,-51.64,,,,,,,
화성엔바이로(주),043141,2016/12,37,301.66,200.87,200.87,0.47,,,65.56,24.9,,1352.3,2520.43,,,,-1318.96,13.17,-27.45,-7.74,,0.54,1.91,0.09,1.81,0,2.55,2.55,2.14,-4.36,-24.14,0,-56.23,18,0,0.52,15.79,28.7,2.81,97.19,-50.16,,,,,,,
화성엔바이로(주),043141,2017/12,37,418.77,160.12,160.12,0.54,,,67.3,19.28,,1350.06,2447.42,,,,-1113.15,14.41,-31.16,-6.91,,0.57,2.59,0.08,1.45,0,2.27,2.27,1.39,-5.67,-26.96,0,-85.41,10.46,0,10.95,17.53,29.64,2.39,97.61,-40.59,,,,,,,
화성엔바이로(주),043141,2018/12,37,524.35,165.87,165.87,0.6,,,78.68,16.02,,1346.36,2377.1,,,,-948.52,13.49,-39.26,-7,,0.75,4.2,0.07,1.9,0,3.07,3.07,14.34,-19.15,-32.82,0,-96.7,-38.69,0,7.1,22.39,26.77,2.31,97.69,-34.94,,,,,,,
화성엔바이로(주),043141,2019/12,37,868.46,118.2,118.2,0.65,,,77.73,10.33,,1345.63,2196.88,,,,-767.12,14.4,-51.21,-6.81,,0.82,6.15,0.08,2.06,0,3.57,3.57,-6.19,-8.13,-40.77,0,0,11.9,0,0.08,24.34,28.5,2.17,97.83,-29.2,,,,,,,
화성엔지니어링(주),063748,2012/12,42,152.48,150.72,150.72,39.51,,,10.44,39.61,,60.64,-115.91,,,,1170.81,2.99,24.24,8.41,,3.46,9.98,0.01,2.29,144.54,4.06,3.95,15.04,-12.57,13.92,38.9,0.57,-16.88,0,33.69,23.96,6.46,49.1,50.9,37.62,,,,,,,
화성엔지니어링(주),043647,2012/12,29,7.47,629.34,707.58,55.85,,,0,93.05,,323.64,38.51,,,,5283.21,19.66,18.67,14.81,,0.85,1.07,0.09,1.25,16.6,1.95,1.75,-31.67,-0.85,40.45,-30.26,2.15,-34.06,-28.35,-41.37,22.95,27.04,15.37,84.63,64.79,,,,,,,
화성엔지니어링(주),043647,2013/12,29,17.77,341.82,373.95,59558.11,,,0,84.91,,257.87,-200.86,,,,5335.89,16.3,14.75,13.06,,0.62,0.7,0.09,1.1,14.12,1.49,1.34,-18.94,22.88,12.13,-2.09,-14.44,65.16,28.35,-32.81,18.49,33.01,17.69,82.31,64.09,,,,,,,
화성엔지니어링(주),043647,2014/12,29,26.21,581.91,620.32,23.25,,,12.72,79.23,,316.88,8.43,,,,2833.99,14.09,6.33,5.19,,0.49,0.6,0.08,0.89,14.44,1.17,1.08,-7.9,9.53,2.21,-54.15,151.26,-16.42,-39.77,-20.39,11.85,25.15,27.12,72.88,41.87,,,,,,,
화성엔지니어링(주),043647,2015/12,29,27.57,205.9,231.08,39.97,,,8.8,78.39,,401.54,28.25,,,,4404.51,21.24,10.05,7.92,,0.5,0.64,0.07,1.18,18.36,1.65,1.51,12.45,9.81,8.64,67.42,49.57,-23.16,35.21,69.5,14.86,30.82,23.68,76.32,50.88,,,,,,,
화성엔지니어링(주),063748,2015/12,42,195.89,126.76,126.76,12.83,,,17.03,33.8,,163.36,51.18,,,,925.86,1.47,10.47,3.54,,3.25,9.61,0,2.3,0,4.12,4.12,0,0,0,0,0,0,0,0,11.01,3.39,45.9,54.1,32.14,,,,,,,
화성엔지니어링(주),063748,2016/12,42,111.07,123.18,123.18,9.44,,,9.7,47.38,,134.66,23.7,,,,416.96,1,5.33,2.11,,2.09,5.28,0,1.65,0,2.96,2.96,-43.56,-24.74,5.5,-47.71,54.03,-42.92,0,-61.54,12.93,5.31,65.48,34.52,19.02,,,,,,,
화성엔지니어링(주),043647,2016/12,29,46.18,88.96,110.43,7.86,,,18.56,68.41,,808.16,107.34,,,,1092.26,7.76,2.85,2.08,,0.34,0.47,0.12,0.84,9.28,1.62,1.38,-25.57,11.03,-3.1,-70.96,22.17,-12.4,56.32,-72.8,7.63,23.6,43.11,56.89,25.92,,,,,,,
화성엔지니어링(주),063748,2017/12,42,76.79,149.28,149.28,168.04,,,5.16,56.56,,129.11,4.26,,,,2434.33,6.06,23.85,12.43,,2.68,5.14,0,2.58,0,4.48,4.48,13.51,6.47,27.11,421.74,0.74,6.25,0,588.37,23.41,9.01,30,70,51.49,,,,,,,
화성엔지니어링(주),043647,2017/12,29,60.41,83.18,116.31,14.2,,,18.97,62.34,,1163.92,171.19,,,,1927.56,12.55,4.42,2.88,,0.44,0.68,0.19,0.87,6.57,2.19,1.64,42.27,8.02,-1.56,51.5,-3.95,56.54,129.34,130.17,9.74,22.87,33.6,66.4,28.49,,,,,,,
화성엔지니어링(주),043647,2018/12,29,72.62,73.38,100.26,10.48,,,32.36,57.93,,1061.95,468.51,,,,4946.21,18.96,11.72,7.03,,0.49,0.82,0.18,1.09,7.46,2.88,2.08,24.34,14.76,6.65,172.04,59.11,-39.05,-42.63,87.74,14.39,31.19,23.12,76.88,45.71,,,,,,,
화성엔지니어링(주),063748,2018/12,42,67.16,174.56,174.56,459.52,,,0,59.82,,158.77,-11.54,,,,3238.94,6.52,26.96,15.73,,2.7,4.63,0,2.71,0,4.38,4.38,15.52,22,29.03,44.88,10.89,29.28,0,24.34,24.7,10.05,28.71,71.29,57.94,,,,,,,
화성엔지니어링(주),063748,2019/12,42,63.82,196.38,196.38,19304177,,,0,61.04,,196.44,-65.57,,,,4014.89,5.31,26.11,15.79,,3.23,5.33,0,3.19,0,4.91,4.91,47.2,24.46,27,23.84,8.01,33.08,0,19.8,22.88,7.87,24.9,75.1,62.25,,,,,,,
화성엔지니어링(주),043647,2019/12,29,80.17,76.46,109.54,2.52,,,36.21,55.5,,975.21,566.79,,,,498.96,7.3,0.54,0.31,,0.34,0.6,0.16,1.15,7.93,3.13,2.24,-26.02,-0.35,-4.53,-95.31,5.58,-19.29,-9.1,-71.5,7.97,23.27,54.26,45.74,3.88,,,,,,,
화성엔지니어링(주),043647,2020/12,29,89.39,20.76,28.72,2.44,,,40.87,52.8,,917.6,613.33,,,,-654.21,8.68,-2.17,-1.18,,0.3,0.55,0.15,0.8,8.39,3.44,2.44,-12.68,-0.05,-4.92,0,6.36,-20.18,-26.7,3.78,5.08,16.96,62.99,37.01,-23.17,,,,,,,
화성엔지니어링(주),063748,2020/12,42,61.7,228.33,228.33,354.27,,,2.85,61.84,,217.21,-13.69,,,,8039.36,10.99,38.16,23.48,,2.49,4.05,0,2.41,0,3.53,3.53,3.05,40.56,42.4,98.25,41.77,50.81,0,113.33,32.07,15.04,25.06,74.94,62.63,,,,,,,
화성엔지니어링(주),043647,2021/12,29,90.85,21.09,27.99,1.29,,,41.83,52.4,,1014.84,549.07,,,,-235.55,5.31,-0.75,-0.4,,0.23,0.43,0.19,0.41,7.2,2.53,1.87,-24.41,0.66,-0.11,0,-1.5,21.71,8.14,-53.76,5.41,24.07,47.45,52.55,-7.31,,,,,,,
화성엔지니어링(주),063748,2021/12,42,47.94,267.53,267.53,7612.34,,,0,67.6,,273.18,-101.71,,,,9811.75,11.65,33.68,21.91,,2.06,3.16,0,2.05,0,2.87,2.87,9.05,26.15,37.88,23.32,2.79,23.07,0,15.58,28.12,15.26,18.54,81.46,69.83,,,,,,,
화성엔지니어링(주),063748,2022/12,42,34.42,388.6,388.6,462.38,,,0,74.39,,324.21,-398.91,,,,9396.88,10.05,24.55,17.48,,1.84,2.59,0,1.94,0,2.54,2.54,6.39,12.68,24.01,-5.36,-1.58,18.1,0,-8.22,25.59,14.7,25.54,74.46,64.46,,,,,,,
화성엔지니어링(주),043647,2022/12,29,91.1,12.61,21.65,0.92,,,43.6,52.33,,1100.36,800.31,,,,-1316.14,7.44,-4.38,-2.29,,0.17,0.33,0.46,0.3,4.81,2.21,1.52,-25.56,-7.3,-7.41,0,-1.5,-32.31,14.65,4.29,4.28,23.69,57.79,42.21,-55.76,,,,,,,
화성엠텍(주),045736,2012/12,25,192.8,38.93,38.98,1.69,,,46.19,34.15,,211.37,499.05,,,,696.2,6.75,5.7,1.88,,0.55,1.66,0,0.59,1628.68,2.13,2.13,-15.89,-6.25,0.2,-55.97,1.02,-6.45,-22.78,58.79,8.81,15.6,33.39,66.61,22.05,,,,,,,
화성엠텍(주),045736,2013/12,25,119.88,58.25,58.31,2.65,,,30.21,45.48,,194.59,403.96,,,,104.34,8.18,0.84,0.33,,0.57,1.45,0,0.66,1789.67,2.1,2.09,-6.59,-14.81,13.44,-84.24,-13.44,-3.46,-4.91,13.27,6.45,10.4,35.85,64.15,5.58,,,,,,,
화성엠텍(주),045736,2014/12,25,90.58,59.65,59.71,4.17,,,25.63,52.47,,190.25,120.39,,,,1005.46,6.08,6.88,3.36,,0.74,1.52,0,1.01,2627.26,2.74,2.74,15.88,-7.15,7.12,801.52,-1.18,-19.47,-38.05,-13.9,9.65,12.48,23.9,76.1,36.15,,,,,,,
화성엠텍(주),045736,2015/12,25,108.78,75.82,75.85,3.82,,,35.93,47.9,,225.85,192.26,,,,952.49,6.29,5.96,2.98,,0.52,1.04,0,0.84,3396.52,2.09,2.08,-27.07,16.28,6.14,-7.67,17.63,14.58,-52.53,-24.58,8.48,17.48,22.89,77.11,32.68,,,,,,,
화성엠텍(주),045736,2016/12,25,84.75,142.52,142.56,-6.77,,,6.96,54.13,,236.21,210.36,,,,1694.92,-6.94,10.48,5.32,,0.91,1.79,0,1.17,7013.1,2.22,2.22,73.63,-15.13,-4.09,77.42,-59.44,105.33,61.24,0,14.76,14.88,19.93,80.07,39.23,,,,,,,
화성엠텍(주),045736,2017/12,25,76.55,172.88,172.89,47.29,,,3.12,56.64,,164.05,-153.95,,,,3222.31,2.13,19.39,10.74,,1.78,3.22,0,1.67,16334.42,2.73,2.73,81.57,2.15,6.9,87.4,-27.57,19.7,-73.7,0,20.09,11.39,12.48,87.52,52.9,,,,,,,
화성엠텍(주),045736,2018/12,25,51.4,216.27,216.28,313.12,,,2.18,66.05,,140.89,-122.45,,,,3385.37,8.53,19.07,11.72,,1.62,2.63,0,1.51,46001.34,2.3,2.3,-6.52,3.83,21.08,12.38,1.03,3.47,-40.62,274.6,21.53,13.56,12.65,87.35,53.42,,,,,,,
화성엠텍(주),045736,2019/12,25,59.58,204.46,204.47,563.96,,,0,62.67,,163.43,-259.32,,,,3152.34,5.74,14.57,9.35,,1.8,2.8,0,1.69,77206.77,2.49,2.49,25.78,21.97,15.71,-9.77,8.37,28.04,1.14,-15.46,17.15,10.47,14.41,85.59,49.62,,,,,,,
화성엠텍(주),045736,2020/12,25,34.47,272.16,272.18,105.53,,,1.88,74.36,,151.44,-74.1,,,,1892.51,3.6,7.85,5.36,,1.54,2.26,0,1.54,56985.91,2.2,2.2,-10.01,-8.84,8.17,-39.8,25.17,-18.58,42.47,-43.57,14.02,8.67,19.83,80.17,40.09,,,,,,,
화성엠텍(주),045736,2021/12,25,32.35,290.3,290.3,13.03,,,1.84,75.56,,129.27,-271.92,,,,1050.52,0.85,3.97,2.98,,1.47,1.96,0,1.59,56845.52,2.16,2.16,-8.16,2.41,4.05,-46.4,-11.82,8.85,-43.31,-78.17,10.17,7.02,29.57,70.43,28.92,,,,,,,
화성엠텍(주),045736,2022/12,25,42.73,221.01,221.02,4.78,,,7.51,70.06,,93.41,-189.51,,,,1155.65,0.45,4.31,3.13,,1.8,2.47,0,1.9,102878.34,2.66,2.66,31.82,12.59,4.4,13.15,41.91,5.39,1.32,-30.72,10.13,5.97,25.68,74.32,29.17,,,,,,,
화성정남일반산업단지주식회사,078965,2015/12,68,274053.25,11.26,100.04,999999999,,,50.67,0.04,,0,-0.39,,,,0.39,0,1.54,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
화성정남일반산업단지주식회사,078965,2016/12,68,213407.66,137.64,1581.48,999999999,,,93.63,0.05,,2.93,-40.08,,,,-910.11,0,-1434.11,-0.6,,0,0,0,0,0,0,0,0,18.29,51.89,0,0,18.28,21.69,0,-0.48,0,0,0,0,,,,,,,
화성정남일반산업단지주식회사,078965,2017/12,68,16824.43,62.66,209.75,999999999,,,67.21,0.59,,3.12,-119.07,,,,1014.9,1.3,173.25,0.58,,0.4,120.13,0.2,0.31,0.5,2.02,0.4,0,10.62,1295.53,0,-30.96,10.62,-15.03,0,0.7,1.84,25.81,74.19,78.57,,,,,,,
화성정남일반산업단지주식회사,078965,2018/12,68,0,63.03,93.32,-4.57,,,29.86,0,,1.95,1183.6,,,,-7776.95,-5.34,0,-5.65,,0.93,0,0.15,0.55,1.62,2.17,0.93,84.89,-48.13,0,0,-45.1,-48.13,-76,0,-6.65,-4.91,0,0,0,,,,,,,
화성정남일반산업단지주식회사,078965,2019/12,68,0,95.31,97.86,36.7,,,0,0,,2.57,-171.16,,,,6444.56,9.6,0,8.39,,0.94,0,0.11,0.46,4.09,1.22,0.94,-49.21,-53.15,0,0,76.06,-53.19,-96.24,0,15.03,10.23,4.23,95.77,87.48,,,,,,,
화성정남일반산업단지주식회사,078965,2020/12,68,0,91.54,94.36,999999999,,,0,0,,1.9,-152.07,,,,373.45,3.56,0,1.04,,0.21,0,0.11,0.11,7.77,0.22,0.21,-88.1,-36.07,0,-93.54,-45.1,-36.52,-27,-95.59,2.16,7.88,51.18,48.82,61.67,,,,,,,
화성정남일반산업단지주식회사,078965,2021/12,68,0,87.59,88.01,999999999,,,0,0,,1.08,-63.01,,,,-1099.15,-6.27,0,-4.67,,0.79,0,0.02,0.38,40.04,0.81,0.79,141.26,-32.34,0,0,-61.92,-31.96,-89.11,0,-5.29,-5.43,0,0,0,,,,,,,
화성정남일반산업단지주식회사,078965,2022/12,68,0,88.14,88.14,999999999,,,0,0,,0.39,-68.52,,,,942.84,-9.35,0,5.83,,0.14,0,0,0.07,49.47,0.14,0.14,-87.86,-29.89,0,0,88.41,-30.65,0,0,8.37,49.58,19.84,80.16,84.56,,,,,,,
화성정밀(주),046506,2012/12,30,343.59,14.46,26.98,-1.65,,,66.09,22.54,,703.34,505.36,,,,-743.85,-11.37,-18.17,-4.58,,0.45,1.8,0.06,0.71,8.87,6.01,3.58,-2.22,3.48,-16.66,0,-16.26,43.09,109.2,0,5.06,11.34,41.29,58.71,-89.03,,,,,,,
화성정밀(주),046506,2013/12,30,0,16.97,28.71,-2.37,,,59.18,0,,543.74,243.03,,,,593.64,-6.61,0,-11.41,,0.86,0,0.05,1.08,11.17,9.04,5,18.14,-77.38,0,0,-95.02,-56.19,-61.4,0,48.46,20.8,22.74,77.26,-63.85,,,,,,,
화성정밀주식회사,062299,2012/12,30,528.14,81.2,92.03,-0.84,,,52.73,15.92,,758.51,222.97,,,,-407.8,-0.97,-19.91,-3.2,,1.75,10.89,0.04,1.56,25.52,4,3.46,-5.86,-7.86,-9.77,0,-0.82,-9.16,-29.4,0,6.66,3.65,25.04,74.96,-50.15,,,,,,,
화성정밀주식회사,062299,2013/12,30,480.31,70.6,82.76,1.01,,,54.92,17.23,,738.37,229.93,,,,24.54,1.07,1.27,0.21,,2.1,12.67,0.03,1.96,31.88,4.85,4.21,13.31,-2.78,5.23,0,1.66,-4.5,19.21,0,11.18,5.25,20.9,79.1,1.91,,,,,,,
화성정밀주식회사,062299,2014/12,30,398.23,65.75,79.49,1.42,,,58.33,20.07,,700.83,188.35,,,,18.05,1.48,0.91,0.17,,1.91,10.29,0.04,1.79,25.16,4.74,3.99,-16.28,-13.2,1.1,-26.42,-6.25,-19.14,-4.88,15.54,12.26,5.97,23.56,76.44,1.48,,,,,,,
화성정밀주식회사,062299,2015/12,30,451.26,52.77,64.28,1.11,,,66.84,18.14,,841.36,159.34,,,,59.15,1.4,2.92,0.56,,1.63,8.58,0.05,1.64,22.37,4.77,3.93,-14.96,13.76,2.81,227.66,27.99,-7.22,-3.85,-19.67,13.33,8.69,27.45,72.55,3.92,,,,,,,
화성정밀주식회사,062299,2016/12,30,621.31,62.87,70.92,-0.4,,,63.01,13.86,,930.22,187.04,,,,-314.1,-0.42,-16.2,-2.57,,1.56,9.87,0.04,1.47,25.88,4.21,3.62,10.12,16.15,-11.23,0,-5.87,48.57,-5.76,0,10.26,7.05,37.5,62.5,-23.28,,,,,,,
화성정밀주식회사,062299,2017/12,30,432.22,81.4,89.17,2.77,,,56.92,18.79,,664.47,151.86,,,,430.76,1.95,21.13,3.43,,1.85,11.43,0.03,1.66,37.4,4.18,3.76,21.75,-8.78,23.63,0,-13.37,-3.95,-26.36,0,16.05,8.26,32.72,67.28,22.37,,,,,,,
화성정밀주식회사,062299,2018/12,30,276.02,95.71,102.66,4.89,,,47.25,26.59,,467.52,124.56,,,,600.38,3.33,22.9,5.14,,1.89,8.43,0.02,1.83,48.12,4.07,3.75,-7.97,-11.08,25.86,35.29,-2.58,-11.73,-31.37,57.06,18.26,9.08,36.39,63.61,29.92,,,,,,,
화성정밀주식회사,062299,2019/12,30,207.24,82.58,90.25,5.92,,,49.45,32.55,,485.83,90.66,,,,509.69,3.7,15.34,4.52,,1.62,5.5,0.02,1.68,45.23,3.7,3.42,-21.23,-4.72,16.61,-19.13,8.73,-15.57,5.92,-12.51,16.28,9.8,33.09,66.91,28.48,,,,,,,
화성종합건설주식회사,047142,2012/12,41,26.44,366.95,366.95,999999999,,,0,79.09,,44.18,-563.28,,,,659.58,0.59,3.13,2.32,,0.58,0.79,0,0.59,0,0.79,0.79,-35.8,-8.35,4.44,-38.53,-2.75,-11.79,0,-81.62,2.64,4.35,63.23,36.77,91.7,,,,,,,
화성종합건설주식회사,047142,2013/12,41,32.36,321.68,321.68,999999999,,,0,75.55,,34.48,-555.35,,,,877,1.69,4.08,3.15,,0.82,1.06,0,0.86,0,1.11,1.11,41,9.04,4.16,35.79,-1.01,12.65,0,306.64,3.63,4.61,50.29,49.71,83.29,,,,,,,
화성종합건설주식회사,047142,2014/12,41,32.52,342.6,342.6,999999999,,,0,75.46,,66.9,-541.07,,,,1546.13,4.01,6.65,5.02,,0.91,1.21,0,0.92,0,1.2,1.2,19.77,7.01,6.88,72.04,1.08,9.91,0,183.76,6.76,7.68,31.98,68.02,71.83,,,,,,,
화성종합건설주식회사,047142,2015/12,41,33.57,335.75,335.75,999999999,,,0,74.87,,152.52,-532.78,,,,1932.97,4.72,7.99,6.01,,1.16,1.55,0,1.17,0,1.51,1.51,38.21,9.18,8.32,29.38,12.17,9.83,0,62.64,8.01,7.19,25.35,74.65,71.79,,,,,,,
화성종합건설주식회사,047142,2016/12,41,41.19,298.17,298.67,999999999,,,0,70.83,,79.56,-660.85,,,,2957.22,7.57,11.35,8.25,,1.11,1.53,0,1.06,1512.04,1.4,1.4,8.67,18.42,12.03,56.57,-4.27,23.64,0,74.29,9.41,9.2,18.39,81.61,80.85,,,,,,,
화성종합건설주식회사,047142,2017/12,41,33.11,436.21,436.63,63.64,,,3.8,75.12,,64.64,-461.5,,,,2691.74,9.11,8.92,6.51,,0.85,1.17,0,0.82,798.86,1.05,1.05,-15.4,3.08,9.34,-13.06,-1.87,4.28,-39.87,1.91,8.96,10.68,19.27,80.73,71.57,,,,,,,
화성종합건설주식회사,047142,2018/12,41,16.96,711.49,711.49,19.8,,,0,85.5,,62.4,-349.25,,,,2690.35,8.04,8.26,6.62,,0.93,1.16,0,0.97,2303.34,1.15,1.14,8.26,-4.56,8.62,0.89,5.54,-5.62,0,-4.52,10.24,10.75,22.95,77.05,66.23,,,,,,,
화성종합건설주식회사,047142,2019/12,41,19.82,647.35,647.35,999999999,,,0,83.46,,46.75,-487.62,,,,3351.63,6.39,9.5,8.02,,1.33,1.57,0.08,1.41,0,1.62,1.62,48.08,12.67,9.98,25.79,-2.44,15.16,0,17.7,11.22,8.96,24.39,75.61,67.51,,,,,,,
